Codice Scuola;Classe;Sezione;Disciplina;Titolo;Autori;Editore;ISBN;Volume;Prezzo;Nuova Adozione;Da Acquistare;Consigliato
CZPS02000R;5;A;LINGUA LATINA;DE TE FABULA NARRATUR 3;GIOVANNA GARBARINO - MASSIMO MANCA - LORENZA PASQUARIELLO;PARAVIA;9788839532473;3;;No;Sì;No
CZPS02000R;5;A;LINGUA E LETTERATURA ITALIANA;IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO EDIZIONE BIANCA 3B;GUIDO BALDI - ROBERTO FAVATà - SILVIA GIUSSO;PARAVIA;9788839563422;3;;No;Sì;No
CZPS02000R;5;A;LINGUA E LETTERATURA ITALIANA;IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO EDIZIONE BIANCA 3C (MODALITÀ DIG;GUIDO BALDI - ROBERTO FAVATà - SILVIA GIUSSO;PARAVIA;9788839563453;3;;No;Sì;No
CZPS02000R;5;A;LINGUA E LETTERATURA ITALIANA;DIVINA COMMEDIA (LA);ALIGHIERI DANTE  ;CLIO;9788884961419;U;;No;No;No
CZPS02000R;5;A;LINGUA INGLESE;NEW IDENTITY B2;AA VV  ;OXFORD UNIVERSITY PRESS;9780194130646;U;;No;No;No
CZPS02000R;5;A;LINGUA INGLESE;COMPACT PERFORMER SHAPING IDEAS - VOL. U (LDM);SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET;ZANICHELLI EDITORE;9788808917034;U;;No;No;No
CZPS02000R;5;A;STORIA;DIALOGHI FRA STORIA E FUTURO;BRANCATI - PAGLIARANI ;LA NUOVA ITALIA EDITRICE;9788830219397;3;;No;Sì;No
CZPS02000R;5;A;MATEMATICA;MANUALE BLU 2.0 DI MATEMATICA 3ED. - VOL. 5 CON TUTOR (LDM);BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA;ZANICHELLI EDITORE;9788808598301;3;;No;Sì;No
CZPS02000R;5;A;FISICA;NUOVO AMALDI PER I LICEI SCIENTIFICI.BLU (IL) 3ED. - VOL. 3 (LDM);AMALDI UGO  ;ZANICHELLI EDITORE;9788808914057;3;;No;Sì;No
CZPS02000R;5;A;SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA);CARBONIO, GLI ENZIMI, IL DNA 2ED. (IL). ORGANICA 2.0 S (LDM);SADAVA DAVID - HILLIS DAVID M - HELLER GRAIG E ALTRI;ZANICHELLI EDITORE;9788808862129;U;;No;Sì;No
CZPS02000R;5;A;SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA);SISTEMA TERRA LINEA BLU;CRIPPA MASSIMO - FIORANI MARCO ;A. MONDADORI SCUOLA;9788824765206;U;;No;No;No
CZPS02000R;5;A;STORIA DELL'ARTE;ITINERARIO NELL'ARTE VERSIONE ARANCIONE 5ED - VOLUME 5 (LDM);CRICCO GIORGIO - DI TEODORO FRANCESCO PAOLO ;ZANICHELLI EDITORE;9788808641489;5;;No;Sì;No
CZPS02000R;5;A;FILOSOFIA;LA FILOSOFIA E L'ESISTENZA 3 (MODALITà DIGITALE C);NICOLA ABBAGNANO - GIOVANNI FORNERO ;PARAVIA;9788839539014;3;;No;Sì;No
CZPS02000R;5;A;DISEGNO;GEOMETRIE DEL BELLO VOL.B;FORMISANI FRANCO  ;LOESCHER EDITORE;9788858324516;2;;No;No;No
CZPS02000R;5;A;SCIENZE MOTORIE E SPORTIVE;ENERGIA PURA - FIT FOR SCHOOL;RAMPA ALBERTO - SALVETTI MARIA CRISTINA ;JUVENILIA;9788874856268;U;;No;No;No
CZPS02000R;5;A;RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA;VITA DAVANTI A NOI (LA);SOLINAS LUIGI  ;SEI;9788805077212;U;;No;No;No
CZPS02000R;5;AA;LINGUA E LETTERATURA ITALIANA;MAGNIFICO VIAGGIO 5;CARNERO ROBERTO - IANNACCONE GIUSEPPE ;TRECCANI GIUNTI TVP;9788809912229;5;;No;Sì;No
CZPS02000R;5;AA;LINGUA E LETTERATURA ITALIANA;MAGNIFICO VIAGGIO 6;CARNERO ROBERTO - IANNACCONE GIUSEPPE ;TRECCANI GIUNTI TVP;9788809912236;6;;No;Sì;No
CZPS02000R;5;AA;LINGUA INGLESE;NEW IDENTITY B2;AA VV  ;OXFORD UNIVERSITY PRESS;9780194130646;U;;No;No;No
CZPS02000R;5;AA;LINGUA INGLESE;COMPACT PERFORMER SHAPING IDEAS - VOL. U (LDM);SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET;ZANICHELLI EDITORE;9788808917034;U;;No;No;No
CZPS02000R;5;AA;STORIA;DIALOGHI FRA STORIA E FUTURO;BRANCATI - PAGLIARANI ;LA NUOVA ITALIA EDITRICE;9788830219397;3;;No;Sì;No
CZPS02000R;5;AA;MATEMATICA;MANUALE BLU 2.0 DI MATEMATICA 3ED. - VOL. 5 CON TUTOR (LDM);BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA;ZANICHELLI EDITORE;9788808598301;3;;No;Sì;No
CZPS02000R;5;AA;INFORMATICA;PROGETTARE E PROGRAMMARE - VOLUME 3 (LDM);TIBONE FEDERICO  ;ZANICHELLI EDITORE;9788808816474;3;;No;Sì;No
CZPS02000R;5;AA;FISICA;RISPOSTE DELLA FISICA (LE);CAFORIO ANTONIO - FERILLI ALDO ;LE MONNIER;9788800360357;3;;No;Sì;No
CZPS02000R;5;AA;SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA);CARBONIO, GLI ENZIMI, IL DNA 2ED. (IL). ORGANICA 2.0 S (LDM);SADAVA DAVID - HILLIS DAVID M - HELLER GRAIG E ALTRI;ZANICHELLI EDITORE;9788808862129;U;;No;Sì;No
CZPS02000R;5;AA;SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA);SISTEMA TERRA LINEA BLU;CRIPPA MASSIMO - FIORANI MARCO ;A. MONDADORI SCUOLA;9788824765206;U;;No;No;No
CZPS02000R;5;AA;STORIA DELL'ARTE;DENTRO L'ARTE;BALDRIGA IRENE  ;ELECTA SCUOLA;9788863081374;5;;No;Sì;No
CZPS02000R;5;AA;FILOSOFIA;LA FILOSOFIA E L'ESISTENZA 3 (MODALITà DIGITALE C);NICOLA ABBAGNANO - GIOVANNI FORNERO ;PARAVIA;9788839539014;3;;No;Sì;No
CZPS02000R;5;AA;DISEGNO;GEOMETRIE DEL BELLO VOL.B;FORMISANI FRANCO  ;LOESCHER EDITORE;9788858324516;2;;No;No;No
CZPS02000R;5;AA;SCIENZE MOTORIE E SPORTIVE;ENERGIA PURA - FIT FOR SCHOOL;RAMPA ALBERTO - SALVETTI MARIA CRISTINA ;JUVENILIA;9788874856268;U;;No;No;No
CZPS02000R;5;B;LINGUA E LETTERATURA ITALIANA;IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO EDIZIONE BIANCA 3A;GUIDO BALDI - ROBERTO FAVATà - SILVIA GIUSSO;PARAVIA;9788839563408;3;;No;Sì;No
CZPS02000R;5;B;LINGUA E LETTERATURA ITALIANA;IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO EDIZIONE BIANCA 3B;GUIDO BALDI - ROBERTO FAVATà - SILVIA GIUSSO;PARAVIA;9788839563422;3;;No;Sì;No
CZPS02000R;5;B;LINGUA E LETTERATURA ITALIANA;IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO EDIZIONE BIANCA 3C;GUIDO BALDI - ROBERTO FAVATà - SILVIA GIUSSO;PARAVIA;9788839563446;3;;No;Sì;No
CZPS02000R;5;B;LINGUA LATINA;TUA VIVIT IMAGO 3;URSINI FRANCESCO  ;TRECCANI GIUNTI TVP;9788809873872;3;;No;Sì;No
CZPS02000R;5;B;LINGUA INGLESE;NEW IDENTITY B2;AA VV  ;OXFORD UNIVERSITY PRESS;9780194130646;U;;No;No;No
CZPS02000R;5;B;LINGUA INGLESE;COMPACT PERFORMER SHAPING IDEAS - VOL. U (LDM);SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET;ZANICHELLI EDITORE;9788808917034;U;;No;No;No
CZPS02000R;5;B;STORIA;DIALOGHI FRA STORIA E FUTURO;BRANCATI - PAGLIARANI ;LA NUOVA ITALIA EDITRICE;9788830219397;3;;No;Sì;No
CZPS02000R;5;B;MATEMATICA;MANUALE BLU 2.0 DI MATEMATICA 3ED. - VOL. 5 CON TUTOR (LDM);BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA;ZANICHELLI EDITORE;9788808598301;3;;No;Sì;No
CZPS02000R;5;B;FISICA;NUOVO AMALDI PER I LICEI SCIENTIFICI.BLU (IL) 3ED. - EBOOK MULTIMEDIALE 3;AMALDI UGO  ;ZANICHELLI EDITORE;9788808791825;3;;No;Sì;No
CZPS02000R;5;B;SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA);CARBONIO, GLI ENZIMI, IL DNA 2ED. (IL). ORGANICA 2.0 S (LDM);SADAVA DAVID - HILLIS DAVID M - HELLER GRAIG E ALTRI;ZANICHELLI EDITORE;9788808862129;U;;No;Sì;No
CZPS02000R;5;B;SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA);SISTEMA TERRA LINEA BLU;CRIPPA MASSIMO - FIORANI MARCO ;A. MONDADORI SCUOLA;9788824765206;U;;No;No;No
CZPS02000R;5;B;STORIA DELL'ARTE;ITINERARIO NELL'ARTE 4A EDIZIONE VERSIONE ARANCIONE - EBOOK MULT CON MUSEO 5;CRICCO GIORGIO - DI TEODORO FRANCESCO PAOLO ;ZANICHELLI EDITORE;9788808731692;5;;No;Sì;No
CZPS02000R;5;B;FILOSOFIA;LA FILOSOFIA E L'ESISTENZA 3 (MODALITà DIGITALE C);NICOLA ABBAGNANO - GIOVANNI FORNERO ;PARAVIA;9788839539014;3;;No;Sì;No
CZPS02000R;5;B;DISEGNO;GEOMETRIE DEL BELLO VOL.B;FORMISANI FRANCO  ;LOESCHER EDITORE;9788858324516;2;;No;No;No
CZPS02000R;5;B;SCIENZE MOTORIE E SPORTIVE;ENERGIA PURA - FIT FOR SCHOOL;RAMPA ALBERTO - SALVETTI MARIA CRISTINA ;JUVENILIA;9788874856268;U;;No;No;No
CZPS02000R;5;B;RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA;STRADA CON L'ALTRO (LA) - VOLUME UNICO LEZIONI E PERCORSI + EBOOK;CERA T - FAMA' A ;MARIETTI SCUOLA;9788839303394;U;;No;No;No
CZPS02000R;5;BB;LINGUA E LETTERATURA ITALIANA;MAGNIFICO VIAGGIO 6;CARNERO ROBERTO - IANNACCONE GIUSEPPE ;TRECCANI GIUNTI TVP;9788809912236;6;;No;Sì;No
CZPS02000R;5;BB;LINGUA E LETTERATURA ITALIANA;MAGNIFICO VIAGGIO 5;CARNERO ROBERTO - IANNACCONE GIUSEPPE ;TRECCANI GIUNTI TVP;9788809912229;5;;No;Sì;No
CZPS02000R;5;BB;LINGUA INGLESE;NEW IDENTITY B2;AA VV  ;OXFORD UNIVERSITY PRESS;9780194130646;U;;No;No;No
CZPS02000R;5;BB;LINGUA INGLESE;COMPACT PERFORMER SHAPING IDEAS - VOL. U (LDM);SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET;ZANICHELLI EDITORE;9788808917034;U;;No;No;No
CZPS02000R;5;BB;STORIA;DIALOGHI FRA STORIA E FUTURO;BRANCATI - PAGLIARANI ;LA NUOVA ITALIA EDITRICE;9788830219397;3;;No;Sì;No
CZPS02000R;5;BB;MATEMATICA;MANUALE BLU 2.0 DI MATEMATICA 3ED. - VOL. 5 CON TUTOR (LDM);BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA;ZANICHELLI EDITORE;9788808598301;3;;No;Sì;No
CZPS02000R;5;BB;INFORMATICA;PROGETTARE E PROGRAMMARE - VOLUME 3 (LDM);TIBONE FEDERICO  ;ZANICHELLI EDITORE;9788808816474;3;;No;Sì;No
CZPS02000R;5;BB;FISICA;RISPOSTE DELLA FISICA (LE);CAFORIO ANTONIO - FERILLI ALDO ;LE MONNIER;9788800360357;3;;No;Sì;No
CZPS02000R;5;BB;SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA);CARBONIO, GLI ENZIMI, IL DNA 2ED. (IL). ORGANICA 2.0 S (LDM);SADAVA DAVID - HILLIS DAVID M - HELLER GRAIG E ALTRI;ZANICHELLI EDITORE;9788808862129;U;;No;Sì;No
CZPS02000R;5;BB;SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA);SISTEMA TERRA LINEA BLU;CRIPPA MASSIMO - FIORANI MARCO ;A. MONDADORI SCUOLA;9788824765206;U;;No;No;No
CZPS02000R;5;BB;STORIA DELL'ARTE;ITINERARIO NELL'ARTE VERSIONE ARANCIONE 5ED - VOLUME 5 (LDM);CRICCO GIORGIO - DI TEODORO FRANCESCO PAOLO ;ZANICHELLI EDITORE;9788808641489;5;;No;Sì;No
CZPS02000R;5;BB;FILOSOFIA;LA FILOSOFIA E L'ESISTENZA 3 (MODALITà DIGITALE C);NICOLA ABBAGNANO - GIOVANNI FORNERO ;PARAVIA;9788839539014;3;;No;Sì;No
CZPS02000R;5;BB;DISEGNO;GEOMETRIE DEL BELLO VOL.B;FORMISANI FRANCO  ;LOESCHER EDITORE;9788858324516;2;;No;No;No
CZPS02000R;5;BB;SCIENZE MOTORIE E SPORTIVE;ENERGIA PURA - FIT FOR SCHOOL;RAMPA ALBERTO - SALVETTI MARIA CRISTINA ;JUVENILIA;9788874856268;U;;No;No;No
CZPS02000R;5;BB;RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA;STRADA CON L'ALTRO (LA) - VOLUME UNICO LEZIONI E PERCORSI + EBOOK;CERA T - FAMA' A ;MARIETTI SCUOLA;9788839303394;U;;No;No;No
CZPS02000R;5;C;LINGUA E LETTERATURA ITALIANA;IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO EDIZIONE BIANCA 3A;GUIDO BALDI - ROBERTO FAVATà - SILVIA GIUSSO;PARAVIA;9788839563408;3;;No;Sì;No
CZPS02000R;5;C;LINGUA INGLESE;NEW IDENTITY B2;AA VV  ;OXFORD UNIVERSITY PRESS;9780194130646;U;;No;No;No
CZPS02000R;5;C;LINGUA E LETTERATURA ITALIANA;IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO EDIZIONE BIANCA 3B;GUIDO BALDI - ROBERTO FAVATà - SILVIA GIUSSO;PARAVIA;9788839563422;3;;No;Sì;No
CZPS02000R;5;C;LINGUA E LETTERATURA ITALIANA;IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO EDIZIONE BIANCA 3C (MODALITÀ DIG;GUIDO BALDI - ROBERTO FAVATà - SILVIA GIUSSO;PARAVIA;9788839563453;3;;No;Sì;No
CZPS02000R;5;C;LINGUA LATINA;TUA VIVIT IMAGO 3 DBOOK;URSINI FRANCESCO  ;TRECCANI GIUNTI TVP;9788809887855;3;;No;Sì;No
CZPS02000R;5;C;LINGUA INGLESE;COMPACT PERFORMER SHAPING IDEAS - VOL. U (LDM);SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET;ZANICHELLI EDITORE;9788808917034;U;;No;No;No
CZPS02000R;5;C;STORIA;DIALOGHI FRA STORIA E FUTURO;BRANCATI - PAGLIARANI ;LA NUOVA ITALIA EDITRICE;9788830219397;3;;No;Sì;No
CZPS02000R;5;C;MATEMATICA;MANUALE BLU 2.0 DI MATEMATICA 3ED. - VOL. 5 CON TUTOR (LDM);BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA;ZANICHELLI EDITORE;9788808598301;3;;No;Sì;No
CZPS02000R;5;C;FISICA;NUOVO AMALDI PER I LICEI SCIENTIFICI.BLU (IL) 3ED. - VOL. 3 (LDM);AMALDI UGO  ;ZANICHELLI EDITORE;9788808914057;3;;No;Sì;No
CZPS02000R;5;C;SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA);CARBONIO, GLI ENZIMI, IL DNA 2ED. (IL). ORGANICA 2.0 S (LDM);SADAVA DAVID - HILLIS DAVID M - HELLER GRAIG E ALTRI;ZANICHELLI EDITORE;9788808862129;U;;No;Sì;No
CZPS02000R;5;C;SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA);SISTEMA TERRA LINEA BLU;CRIPPA MASSIMO - FIORANI MARCO ;A. MONDADORI SCUOLA;9788824765206;U;;No;No;No
CZPS02000R;5;C;STORIA DELL'ARTE;DENTRO L'ARTE;BALDRIGA IRENE  ;ELECTA SCUOLA;9788863081374;5;;No;Sì;No
CZPS02000R;5;C;FILOSOFIA;LA FILOSOFIA E L'ESISTENZA 3 (MODALITà DIGITALE C);NICOLA ABBAGNANO - GIOVANNI FORNERO ;PARAVIA;9788839539014;3;;No;Sì;No
CZPS02000R;5;C;DISEGNO;GEOMETRIE DEL BELLO VOL.B;FORMISANI FRANCO  ;LOESCHER EDITORE;9788858324516;2;;No;No;No
CZPS02000R;5;C;SCIENZE MOTORIE E SPORTIVE;ENERGIA PURA - FIT FOR SCHOOL;RAMPA ALBERTO - SALVETTI MARIA CRISTINA ;JUVENILIA;9788874856268;U;;No;No;No
CZPS02000R;5;CC;LINGUA E LETTERATURA ITALIANA;MAGNIFICO VIAGGIO 5 DBOOK;CARNERO ROBERTO - IANNACCONE GIUSEPPE ;TRECCANI GIUNTI TVP;9788809912502;5;;No;Sì;No
CZPS02000R;5;CC;LINGUA E LETTERATURA ITALIANA;MAGNIFICO VIAGGIO 6 DBOOK;CARNERO ROBERTO - IANNACCONE GIUSEPPE ;TRECCANI GIUNTI TVP;9788809912519;6;;No;Sì;No
CZPS02000R;5;CC;LINGUA E LETTERATURA ITALIANA;MAGNIFICO VIAGGIO LEOPARDI DBOOK;CARNERO ROBERTO - IANNACCONE GIUSEPPE ;TRECCANI GIUNTI TVP;9788809912526;U;;No;No;Sì
CZPS02000R;5;CC;LINGUA E LETTERATURA ITALIANA;DIVINA COMMEDIA (LA);ALIGHIERI DANTE  ;CLIO;9788884961419;U;;No;No;No
CZPS02000R;5;CC;LINGUA INGLESE;NEW IDENTITY B2;AA VV  ;OXFORD UNIVERSITY PRESS;9780194130646;U;;No;No;No
CZPS02000R;5;CC;LINGUA INGLESE;COMPACT PERFORMER SHAPING IDEAS - VOL. U (LDM);SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET;ZANICHELLI EDITORE;9788808917034;U;;No;No;No
CZPS02000R;5;CC;STORIA;DIALOGHI FRA STORIA E FUTURO;BRANCATI - PAGLIARANI ;LA NUOVA ITALIA EDITRICE;9788830219397;3;;No;Sì;No
CZPS02000R;5;CC;MATEMATICA;MANUALE BLU 2.0 DI MATEMATICA 3ED. - VOL. 5 CON TUTOR (LDM);BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA;ZANICHELLI EDITORE;9788808598301;3;;No;Sì;No
CZPS02000R;5;CC;INFORMATICA;PROGETTARE E PROGRAMMARE - VOLUME 3 (LDM);TIBONE FEDERICO  ;ZANICHELLI EDITORE;9788808816474;3;;No;Sì;No
CZPS02000R;5;CC;FISICA;RISPOSTE DELLA FISICA (LE);CAFORIO ANTONIO - FERILLI ALDO ;LE MONNIER;9788800360357;3;;No;Sì;No
CZPS02000R;5;CC;FILOSOFIA;LA FILOSOFIA E L'ESISTENZA 3 (MODALITà DIGITALE C);NICOLA ABBAGNANO - GIOVANNI FORNERO ;PARAVIA;9788839539014;3;;No;Sì;No
CZPS02000R;5;CC;SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA);CARBONIO, GLI ENZIMI, IL DNA 2ED. (IL). ORGANICA 2.0 S (LDM);SADAVA DAVID - HILLIS DAVID M - HELLER GRAIG E ALTRI;ZANICHELLI EDITORE;9788808862129;U;;No;Sì;No
CZPS02000R;5;CC;SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA);SISTEMA TERRA LINEA BLU;CRIPPA MASSIMO - FIORANI MARCO ;A. MONDADORI SCUOLA;9788824765206;U;;No;No;No
CZPS02000R;5;CC;STORIA DELL'ARTE;ITINERARIO NELL'ARTE VERSIONE ARANCIONE 5ED - VOLUME 5 (LDM);CRICCO GIORGIO - DI TEODORO FRANCESCO PAOLO ;ZANICHELLI EDITORE;9788808641489;5;;No;Sì;No
CZPS02000R;5;CC;DISEGNO;GEOMETRIE DEL BELLO VOL.B;FORMISANI FRANCO  ;LOESCHER EDITORE;9788858324516;2;;No;No;No
CZPS02000R;5;D;LINGUA E LETTERATURA ITALIANA;IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO EDIZIONE BIANCA 3A;GUIDO BALDI - ROBERTO FAVATà - SILVIA GIUSSO;PARAVIA;9788839563408;3;;No;No;Sì
CZPS02000R;5;D;LINGUA E LETTERATURA ITALIANA;IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO EDIZIONE BIANCA 3B;GUIDO BALDI - ROBERTO FAVATà - SILVIA GIUSSO;PARAVIA;9788839563422;3;;No;Sì;No
CZPS02000R;5;D;LINGUA E LETTERATURA ITALIANA;IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO EDIZIONE BIANCA 3C;GUIDO BALDI - ROBERTO FAVATà - SILVIA GIUSSO;PARAVIA;9788839563446;3;;No;Sì;No
CZPS02000R;5;D;LINGUA E LETTERATURA ITALIANA;DIVINA COMMEDIA (LA);ALIGHIERI DANTE  ;CLIO;9788884961419;U;;No;No;No
CZPS02000R;5;D;LINGUA LATINA;DE TE FABULA NARRATUR 3;GIOVANNA GARBARINO - MASSIMO MANCA - LORENZA PASQUARIELLO;PARAVIA;9788839532473;3;;No;Sì;No
CZPS02000R;5;D;LINGUA INGLESE;IDENTITY B2;AA VV  ;OXFORD UNIVERSITY PRESS;9780194564489;U;;No;No;No
CZPS02000R;5;D;FISICA;NUOVO AMALDI PER I LICEI SCIENTIFICI.BLU (IL) 3ED. - VOL. 3 (LDM);AMALDI UGO  ;ZANICHELLI EDITORE;9788808914057;3;;No;Sì;No
CZPS02000R;5;D;LINGUA INGLESE;COMPACT PERFORMER SHAPING IDEAS - VOL. U (LDM);SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET;ZANICHELLI EDITORE;9788808917034;U;;No;No;No
CZPS02000R;5;D;STORIA;DIALOGHI FRA STORIA E FUTURO;BRANCATI - PAGLIARANI ;LA NUOVA ITALIA EDITRICE;9788830219397;3;;No;Sì;No
CZPS02000R;5;D;MATEMATICA;MANUALE BLU 2.0 DI MATEMATICA 3ED. - VOL. 5 CON TUTOR (LDM);BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA;ZANICHELLI EDITORE;9788808598301;3;;No;Sì;No
CZPS02000R;5;D;SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA);CARBONIO, GLI ENZIMI, IL DNA 2ED. (IL). ORGANICA 2.0 S (LDM);SADAVA DAVID - HILLIS DAVID M - HELLER GRAIG E ALTRI;ZANICHELLI EDITORE;9788808862129;U;;No;Sì;No
CZPS02000R;5;D;SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA);SISTEMA TERRA LINEA BLU;CRIPPA MASSIMO - FIORANI MARCO ;A. MONDADORI SCUOLA;9788824765206;U;;No;No;No
CZPS02000R;5;D;STORIA DELL'ARTE;SGUARDO DELL'ARTE (LO);BALDRIGA IRENE  ;ELECTA SCUOLA;9788863085891;5;;No;Sì;No
CZPS02000R;5;D;FILOSOFIA;LA FILOSOFIA E L'ESISTENZA 3 (MODALITà DIGITALE C);NICOLA ABBAGNANO - GIOVANNI FORNERO ;PARAVIA;9788839539014;3;;No;Sì;No
CZPS02000R;5;D;DISEGNO;GEOMETRIE DEL BELLO VOL.B;FORMISANI FRANCO  ;LOESCHER EDITORE;9788858324516;2;;No;No;No
CZPS02000R;5;D;SCIENZE MOTORIE E SPORTIVE;ENERGIA PURA - FIT FOR SCHOOL;RAMPA ALBERTO - SALVETTI MARIA CRISTINA ;JUVENILIA;9788874856268;U;;No;No;No
CZPS02000R;5;D;RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA;STRADA CON L'ALTRO (LA) - VOLUME UNICO LEZIONI E PERCORSI + EBOOK;CERA T - FAMA' A ;MARIETTI SCUOLA;9788839303394;U;;No;No;No
CZPS02000R;5;E;LINGUA E LETTERATURA ITALIANA;DIVINA COMMEDIA (LA) + DVD - NUOVA EDIZIONE INTEGRALE CON AUDIOLIBRO;ALIGHIERI DANTE  ;SEI;9788805076321;U;;No;No;No
CZPS02000R;5;E;LINGUA E LETTERATURA ITALIANA;IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO EDIZIONE BIANCA 3A (MODALITÀ DIG;GUIDO BALDI - ROBERTO FAVATà - SILVIA GIUSSO;PARAVIA;9788839563415;3;;No;Sì;No
CZPS02000R;5;E;LINGUA E LETTERATURA ITALIANA;IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO EDIZIONE BIANCA 3B;GUIDO BALDI - ROBERTO FAVATà - SILVIA GIUSSO;PARAVIA;9788839563422;3;;No;Sì;No
CZPS02000R;5;E;LINGUA E LETTERATURA ITALIANA;IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO EDIZIONE BIANCA 3C (MODALITÀ DIG;GUIDO BALDI - ROBERTO FAVATà - SILVIA GIUSSO;PARAVIA;9788839563453;3;;No;Sì;No
CZPS02000R;5;E;LINGUA LATINA;DE TE FABULA NARRATUR 3;GIOVANNA GARBARINO - MASSIMO MANCA - LORENZA PASQUARIELLO;PARAVIA;9788839532473;3;;No;Sì;No
CZPS02000R;5;E;LINGUA INGLESE;NEW IDENTITY B2;AA VV  ;OXFORD UNIVERSITY PRESS;9780194130646;U;;No;No;No
CZPS02000R;5;E;STORIA;DIALOGHI FRA STORIA E FUTURO;BRANCATI - PAGLIARANI ;LA NUOVA ITALIA EDITRICE;9788830219397;3;;No;Sì;No
CZPS02000R;5;E;LINGUA INGLESE;COMPACT PERFORMER SHAPING IDEAS - VOL. U (LDM);SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET;ZANICHELLI EDITORE;9788808917034;U;;No;No;No
CZPS02000R;5;E;MATEMATICA;MANUALE BLU 2.0 DI MATEMATICA 3ED. - VOL. 5 CON TUTOR (LDM);BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA;ZANICHELLI EDITORE;9788808598301;3;;No;Sì;No
CZPS02000R;5;E;FISICA;RISPOSTE DELLA FISICA (LE);CAFORIO ANTONIO - FERILLI ALDO ;LE MONNIER;9788800360357;3;;No;Sì;No
CZPS02000R;5;E;SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA);CARBONIO, GLI ENZIMI, IL DNA 2ED. (IL). ORGANICA 2.0 S (LDM);SADAVA DAVID - HILLIS DAVID M - HELLER GRAIG E ALTRI;ZANICHELLI EDITORE;9788808862129;U;;No;Sì;No
CZPS02000R;5;E;SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA);SISTEMA TERRA LINEA BLU;CRIPPA MASSIMO - FIORANI MARCO ;A. MONDADORI SCUOLA;9788824765206;U;;No;No;No
CZPS02000R;5;E;STORIA DELL'ARTE;ITINERARIO NELL'ARTE 4A EDIZIONE VERSIONE ARANCIONE - VOL. 5 CON MUSEO (LDM);CRICCO GIORGIO - DI TEODORO FRANCESCO PAOLO ;ZANICHELLI EDITORE;9788808206817;5;;No;Sì;No
